
  268.5674 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-0.621153-0.282  227    0F6 -6z0       0    0     0
  269.2009 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.489153-0.282 -186    0F5 -4z0       0    0     0
  269.2009 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-0.596153-0.282 -186    0F5 -5z0       0    0     0
  269.2019 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.314153-0.282  -50    0F4 -3z0       0    0     0
  269.2019 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-0.804153-0.282  -50    0F4 -4z0       0    0     0
  269.2019 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.489153-0.282  -50    0F4 -5z0       0    0     0
  269.2027 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.292153-0.282   62    0F3 -2z0       0    0     0
  269.2027 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.041153-0.282   62    0F3 -3z0       0    0     0
  269.2027 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.314153-0.282   62    0F3 -4z0       0    0     0
  269.2033 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.368153-0.282  149    0F2 -1z0       0    0     0
  269.2033 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.310153-0.282  149    0F2 -2z0       0    0     0
  269.2033 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.292153-0.282  149    0F2 -3z0       0    0     0
  269.2038 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.577153-0.282  211    0F1 -0z0       0    0     0
  269.2038 -0.680 63.01    1669.210  3.0 6s  a7S      38804.980  3.0 ?5d2 y7P    0.00  0.00  0.00CB   0 0153-1.586153-0.282  211    0F1 -1z0       0    0     0
